month,lou,q1,mean,q3
2015-01-31,NA,NA,NA,NA
2015-02-28,10.689709154243246,0.9435051120414926,2.201944828891601,3.1119787162709542
2015-03-31,7.269803321196719,1.360808567565158,3.2561724207949396,4.403386692881014
2015-04-30,3.1127885453823865,1.1098799504349586,3.3124613580940547,5.6439172102899136
2015-05-31,-6.273569111237066,0.03418522055125095,2.7918027590549856,5.279402458912898
2015-06-30,1.284315259211553,0.16748867152912794,2.4759776485926013,3.8520945345301527
2015-07-31,-0.768753857900947,1.4597374438746442,3.3830005222852093,4.398914232346385
2015-08-31,4.190570458136676,1.211569738634978,3.6013166886403725,5.382956435056798
2015-09-30,1.1574237976493578,1.4993706135253717,3.1176643174898344,4.526616190023134
2015-10-31,-0.14218358123491726,1.5228767518265443,3.2999825307239634,5.344776740903086
2015-11-30,4.161060293956552,1.9554623710977523,3.5786704047310707,4.821326893626065
2015-12-31,4.315605707360646,2.1147270429083846,4.220530093816393,6.025741703216852
2016-01-31,1.9503736038172974,1.7358903600698454,2.821147851992214,3.678735038472979
2016-02-29,-1.0266353055540094,-0.017128435660254127,1.7313818783279544,3.097159844156124
2016-03-31,0.9423497865898298,-1.8131643573414635,1.0871293042219008,3.282511595698196
2016-04-30,4.64240542658365,-0.6048469596719883,1.2486827236320495,3.075805717389727
2016-05-31,7.046374754272051,0.8441833259672933,2.860074184443408,4.510048398180544
2016-06-30,4.966776084706112,1.6512498708454189,3.117564911171752,3.8687453745817493
2016-07-31,5.759353483172049,1.3412611533414633,2.8384739419115705,4.1313629186956575
2016-08-31,2.683463961016969,0.9188673956487605,2.4472773389136533,3.959813458570409
2016-09-30,2.7705628256261434,0.5103496266811476,2.8812130389289963,5.659445763535075
2016-10-31,3.79374017326586,1.0965986228654856,2.8819225748432302,3.9977919315873294
2016-11-30,1.8070401344127731,-0.24802201145641334,1.652904729435437,2.0985980837365616
2016-12-31,4.589217074329554,0.3506405545329869,2.1186309505256076,3.4429404894316917
2017-01-31,5.1491161095709685,1.0547838114443664,3.323758408189576,6.409683389960975
2017-02-28,4.736965071624354,4.277449454674439,5.229815569097843,6.087826231979022
2017-03-31,4.314101013688855,2.796534927244835,4.986537673057137,6.2871984543996575
2017-04-30,2.8958635098264267,2.5628175171021326,4.448046382632742,6.317231275826487
2017-05-31,5.350211303152037,2.1619794460100934,3.0596061832279475,3.7624693553742077
2017-06-30,3.3446763306227467,0.49146365932719505,2.8677339697491675,5.083645696066242
2017-07-31,2.8575508817991704,1.8428513541763323,3.2581161732180077,4.529381155199644
2017-08-31,0.9783938144132662,0.5266736269432784,2.3999047595336096,4.029351826852377
2017-09-30,3.9406371444431443,2.109244306640136,3.2065340131449487,4.840928118778834
2017-10-31,0.10712997330199414,0.1760587044720694,2.200641017985828,3.5527992438314016
2017-11-30,4.585783241867034,2.2710905848895777,3.2474735300089095,5.654247536497678
2017-12-31,2.3967054527410028,1.5684593475779707,2.858415969668181,3.8887519844951157
2018-01-31,5.568232232788773,1.8427135334102047,3.4334192557200596,4.586952442133992
2018-02-28,0.6414516705232245,1.1391321644597951,4.147835337116663,5.836800592266826
2018-03-31,1.4402114690208236,2.0613521483423938,3.3478014287096984,3.970325337506523
2018-04-30,1.938918599198587,1.853137175325287,4.330684831462338,6.8468377392883895
2018-05-31,1.772050738366147,1.765329593417988,2.9520863978370415,3.539773426447425
2018-06-30,-0.3845283961611585,2.6740698208251104,4.000068858681391,5.073886808924044
2018-07-31,2.2129244356176514,1.578746744566189,2.9322363925417276,3.753072005200721
2018-08-31,3.596915959488342,3.341388041928667,4.173586975016957,4.980504668960037
2018-09-30,4.350727490236636,0.793416187683988,2.9865526987176283,4.922719639175341
2018-10-31,2.22934431611975,2.6311392558751265,4.346203682813422,4.7120680310637795
2018-11-30,5.088145525735968,2.2079080595864298,4.343514904685503,6.176634645204274
2018-12-31,2.991716270433244,2.5522650156985094,4.787102488135872,5.786483192070449
2019-01-31,2.831015090970027,1.9122974210343102,3.5915464999069058,5.19884047650919
2019-02-28,-0.4281382071842472,1.4853374288489078,2.4026274960169816,4.908368288472133
2019-03-31,3.527886450120036,2.0727552252760404,3.3203715449017124,4.842811952661748
2019-04-30,3.1559628205724266,1.315266446290508,2.877189817780311,3.8640152220346806
2019-05-31,1.8270718991545891,3.302910938252978,4.440152117549895,5.654541718374162
2019-06-30,4.67095850183216,2.9293233427300436,3.733911547056141,4.649332987487412
2019-07-31,2.7658318682501886,3.346656712706306,4.496082110301148,5.606528873275408
2019-08-31,3.067459582783613,3.0114012968880104,4.09006531983764,5.187456142852682
2019-09-30,1.0522394504847625,3.8144847862803886,4.601742916739977,5.949808819936237
2019-10-31,4.42242621580283,2.3499522775675246,4.088266707187307,5.607153057298376
2019-11-30,0.23216287549701065,2.626145227110044,3.878710471875826,5.455009628538619
2019-12-31,2.3536314033293593,2.26325244288779,3.677240865949949,5.227770480177128
2020-01-31,0.8787644984090548,2.465699053886766,4.196733016404176,5.5259480145322755
2020-02-29,6.044515689237755,2.591765630520996,4.485151504225366,5.780527270977075
2020-03-31,5.785353788001089,3.374666403443541,7.176263143964212,10.299397208184274
2020-04-30,1.8514837719149,-0.18987083557439632,0.8362899281485909,2.546890430061012
2020-05-31,0.4426643424640133,-2.0252932480582047,0.3135205784894538,3.2295376027205407
2020-06-30,4.006473759936057,-4.368933443717481,0.13931907382878989,3.399697659055846
2020-07-31,4.40230285408677,2.515931371648378,3.7497840501975874,5.355933367786577
2020-08-31,5.457149109078841,3.8361155962502096,5.474449388001699,7.173910183079329
